id,provstate,city,latitude,longitude,doubtterr,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,claimed,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,president_party,state_governor_party,date,Total Casualties
137,California,Trona,35.76625,-117.370674,FALSE,TRUE,Bombing/Explosion,Utilities,United States,Strikers,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/5/1970,0
138,California,Trona,35.76625,-117.370674,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Strikers,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/5/1970,0
139,New York,New York City,40.697132,-73.931351,TRUE,FALSE,Bombing/Explosion,NGO,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/5/1970,0
140,Texas,Houston,29.813822,-95.365295,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,4/5/1970,0
141,Kansas,Lawrence,38.973065,-95.236534,TRUE,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/8/1970,0
142,Kansas,Baxter Springs,37.023676,-94.735504,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Strikers,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/8/1970,0
143,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Chicano Liberation Front,TRUE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/8/1970,0
144,Illinois,East St. Louis,38.624421,-90.150603,TRUE,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/9/1970,0
145,California,San Diego,32.715695,-117.161719,FALSE,TRUE,Bombing/Explosion,Military,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/11/1970,0
146,New York,Ithaca,42.455233,-76.475847,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,4/11/1970,0
147,Texas,Freeport,28.949564,-95.344371,TRUE,TRUE,Facility/Infrastructure Attack,Business,United States,NA,FALSE,Incendiary,0,0,0,5,5,0,Republican,Democrat,4/11/1970,5
148,California,Berkeley,37.874043,-122.280022,FALSE,TRUE,Bombing/Explosion,Utilities,United States,New World Liberation Front (NWLF),FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/13/1970,0
149,Missouri,Kansas City,39.176086,-94.574127,TRUE,TRUE,Bombing/Explosion,Educational Institution,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/13/1970,0
150,Missouri,Kansas City,39.176086,-94.574127,TRUE,TRUE,Bombing/Explosion,Religious Figures/Institutions,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/13/1970,0
151,Missouri,Kansas City,39.176086,-94.574127,TRUE,TRUE,Bombing/Explosion,Police,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/13/1970,0
152,California,Trona,35.76625,-117.370674,FALSE,TRUE,Bombing/Explosion,Business,United States,Strikers,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/14/1970,0
153,California,Long Beach,33.783824,-118.11409,FALSE,FALSE,Bombing/Explosion,Educational Institution,United States,Student Radicals,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/14/1970,0
154,California,Los Angeles,34.097866,-118.407379,TRUE,FALSE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/14/1970,0
155,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Cuban Exiles,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/15/1970,0
156,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Chicano Liberation Front,TRUE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/15/1970,0
157,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Chicano Liberation Front,TRUE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/15/1970,0
158,Missouri,Kansas City,39.176086,-94.574127,TRUE,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/16/1970,0
159,Missouri,Kansas City,39.176086,-94.574127,TRUE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/16/1970,0
160,Missouri,Kansas City,39.176086,-94.574127,TRUE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/16/1970,0
161,California,Trona,35.76625,-117.370674,FALSE,TRUE,Bombing/Explosion,Business,United States,Strikers,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/16/1970,0
162,California,Oakland,37.791927,-122.225906,FALSE,TRUE,Armed Assault,Police,United States,Black Panthers,FALSE,Firearms,0,0,0,2,2,0,Republican,"Democrat, Republican",4/17/1970,2
163,Washington,Seattle,47.610786,-122.331306,FALSE,TRUE,Bombing/Explosion,Religious Figures/Institutions,United States,White extremists,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/19/1970,0
164,Washington,Seattle,47.610786,-122.331306,FALSE,TRUE,Bombing/Explosion,Business,United States,White extremists,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/19/1970,0
165,Washington,Seattle,47.610786,-122.331306,FALSE,TRUE,Bombing/Explosion,Business,United States,White extremists,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/19/1970,0
166,Washington,Seattle,47.610786,-122.331306,FALSE,TRUE,Bombing/Explosion,Government (General),United States,White extremists,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/19/1970,0
167,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Police,United States,Black Nationalists,FALSE,Explosives,0,0,0,3,3,0,Republican,Republican,4/19/1970,3
168,Kansas,Lawrence,38.954344,-95.255796,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,FALSE,Incendiary,0,0,0,3,3,0,Republican,Democrat,4/20/1970,3
169,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/21/1970,0
170,California,Trona,35.76625,-117.370674,FALSE,TRUE,Bombing/Explosion,Business,United States,Strikers,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/22/1970,0
171,California,Berkeley,37.874043,-122.280022,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/22/1970,0
172,California,Berkeley,37.874043,-122.280022,FALSE,FALSE,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/22/1970,0
173,Wisconsin,Milwaukee,43.064388,-87.966202,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,4/22/1970,0
174,Illinois,Champaign,40.102408,-88.227159,FALSE,FALSE,Facility/Infrastructure Attack,Police,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,4/22/1970,0
175,California,Redlands,34.062685,-117.163181,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/22/1970,0
176,Puerto Rico,Aguada,18.379626,-67.188421,FALSE,FALSE,Bombing/Explosion,Military,United States,Armed Commandos of Liberation,TRUE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,4/23/1970,0
177,Puerto Rico,Aguada,18.379626,-67.188421,FALSE,FALSE,Bombing/Explosion,Telecommunication,United States,Armed Commandos of Liberation,TRUE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,4/23/1970,0
178,Puerto Rico,Aguada,18.379626,-67.188421,FALSE,FALSE,Bombing/Explosion,Telecommunication,United States,Armed Commandos of Liberation,TRUE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,4/23/1970,0
179,Puerto Rico,Aguada,18.379626,-67.188421,FALSE,FALSE,Bombing/Explosion,Police,Puerto Rico,Armed Commandos of Liberation,TRUE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,4/23/1970,0
180,California,Palo Alto,37.424305,-122.143913,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/24/1970,0
181,Maryland,Baltimore,39.308342,-76.616104,FALSE,TRUE,Armed Assault,Police,United States,Black Panthers,FALSE,Firearms,1,1,0,1,1,0,Republican,Democrat,4/24/1970,2
182,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Military,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/24/1970,0
183,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Assassination,Government (Diplomatic),China,The World United Formosans for Independence (WUFI),TRUE,Firearms,0,0,0,0,0,0,Republican,Republican,4/24/1970,0
184,Pennsylvania,Philadelphia,40.008171,-75.13549,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,4/25/1970,0
185,Michigan,East Lansing,42.7375,-84.483779,FALSE,TRUE,Bombing/Explosion,Business,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/25/1970,0
186,Michigan,East Lansing,42.7375,-84.483779,FALSE,TRUE,Bombing/Explosion,Business,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/25/1970,0
187,Michigan,East Lansing,42.7375,-84.483779,FALSE,TRUE,Bombing/Explosion,Business,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/25/1970,0
188,Louisiana,Baton Rouge,30.443335,-91.186994,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Black Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/26/1970,0
189,Louisiana,Baton Rouge,30.443335,-91.186994,FALSE,TRUE,Bombing/Explosion,Food or Water Supply,United States,Black Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/26/1970,0
190,Minnesota,Robbinsdale,45.031807,-93.336547,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/26/1970,0
191,Iowa,Iowa City,41.657825,-91.526534,TRUE,TRUE,Bombing/Explosion,Business,United States,Black Nationalists,FALSE,Explosives,0,0,0,2,2,0,Republican,Republican,4/27/1970,2
192,Connecticut,New Haven,41.312065,-72.928288,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,4/27/1970,0
193,Illinois,Evanston,42.056459,-87.675267,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,4/27/1970,0
194,California,Fullerton,33.882923,-117.929104,FALSE,FALSE,Bombing/Explosion,Educational Institution,United States,Student Radicals,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/27/1970,0
195,Iowa,Ames,42.025345,-93.620199,FALSE,FALSE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,4/27/1970,0
196,Missouri,St. Charles,38.788097,-90.497479,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/27/1970,0
197,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Police,United States,Black Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/29/1970,0
198,Louisiana,Baton Rouge,30.443335,-91.186994,FALSE,FALSE,Bombing/Explosion,Business,United States,Black Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/30/1970,0
199,Massachusetts,Boston,42.290156,-71.04897,TRUE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Black Nationalists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/1/1970,0
200,Puerto Rico,Rio Piedras,18.386932,-66.061127,TRUE,TRUE,Bombing/Explosion,Business,United States,Puerto Rican Nationalists,FALSE,Explosives,0,0,0,1,1,0,Republican,New Progressive Party,5/1/1970,1
201,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/1/1970,0
202,Indiana,Greencastle,39.640397,-86.861622,FALSE,TRUE,Bombing/Explosion,Military,United States,Student Radicals,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,5/1/1970,0
203,Connecticut,New Haven,41.316324,-72.922343,FALSE,TRUE,Bombing/Explosion,Educational Institution,United States,Student Radicals,FALSE,Explosives,0,0,0,2,2,0,Republican,Democrat,5/1/1970,2
204,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),FALSE,Explosives,0,0,0,10,10,0,Republican,Republican,5/1/1970,10
205,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),FALSE,Explosives,0,0,0,1,1,0,Republican,Republican,5/1/1970,1
206,Illinois,Champaign,40.1142,-88.243499,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Revolutionary Force 26,TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/1/1970,0
207,Illinois,Champaign,40.1142,-88.243499,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Revolutionary Force 26,TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/1/1970,0
208,Maryland,Jennings,39.645039,-79.183128,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Strikers,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/4/1970,0
209,North Carolina,Chapel Hill,35.904912,-79.046913,FALSE,TRUE,Bombing/Explosion,Military,United States,Student Radicals,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,5/4/1970,0
210,Oklahoma,Norman,35.22076,-97.446599,TRUE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/4/1970,0
211,Missouri,Maryville,40.347457,-94.872909,TRUE,TRUE,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/4/1970,0
212,Idaho,Lewiston,46.404973,-117.009341,FALSE,TRUE,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/5/1970,0
213,Florida,Coral Gables,25.720851,-80.277857,FALSE,TRUE,Bombing/Explosion,Educational Institution,United States,Black Afro Militant Movement,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",5/5/1970,0
214,Florida,Orlando,28.538235,-81.377389,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",5/5/1970,0
215,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,2,2,0,Republican,Republican,5/5/1970,2
216,California,Oakland,37.791927,-122.225906,TRUE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",5/6/1970,0
217,Washington,Longview,46.143582,-122.925645,FALSE,TRUE,Bombing/Explosion,Military,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,5/6/1970,0
218,Pennsylvania,Reading,40.336585,-75.927843,TRUE,TRUE,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/6/1970,0
219,Oregon,Portland,45.511795,-122.675629,TRUE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/6/1970,0
220,California,San Pedro,33.73787,-118.284664,FALSE,FALSE,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",5/6/1970,0
221,Oregon,Portland,45.511795,-122.675629,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/6/1970,0
222,Massachusetts,Boston,42.301631,-71.067605,TRUE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Black Nationalists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/6/1970,0
223,New York,New York City,40.697132,-73.931351,TRUE,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,5/7/1970,0
224,Connecticut,New London,41.356445,-72.096469,TRUE,TRUE,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/8/1970,0
225,New York,New York City,40.818985,-73.595724,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Stop the War Coalition,TRUE,Incendiary,0,0,0,12,12,0,Republican,Republican,5/9/1970,12
226,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",5/9/1970,0
227,California,Sacramento,38.551295,-121.471066,FALSE,TRUE,Armed Assault,Police,United States,Black Nationalists,FALSE,Firearms,1,1,0,0,0,0,Republican,"Democrat, Republican",5/9/1970,1
228,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Bombing/Explosion,NGO,United States,"Weather Underground, Weathermen",FALSE,Explosives,0,0,0,0,0,0,Republican,NA,5/10/1970,0
229,Texas,Houston,29.813822,-95.365295,FALSE,TRUE,Bombing/Explosion,Telecommunication,United States,Ku Klux Klan,TRUE,Explosives,0,0,0,0,0,0,Republican,Democrat,5/12/1970,0
230,Michigan,Detroit,42.331685,-83.047924,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/12/1970,0
231,Iowa,Des Moines,41.579662,-93.621506,FALSE,TRUE,Bombing/Explosion,Police,United States,Black Panthers,FALSE,Explosives,0,0,0,2,2,0,Republican,Republican,5/13/1970,2
232,Utah,Salt Lake City,40.759505,-111.888229,FALSE,TRUE,Bombing/Explosion,Military,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,5/13/1970,0
233,North Carolina,Oxford,36312,-78.5882,TRUE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Black Nationalists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/13/1970,0
234,Florida,Miami,25.774591,-80.214195,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Black Afro Militant Movement,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",5/13/1970,0
